2.322789,1,-7.958357,0.02,1
1.900363,1,-7.05196,0.12,1
1.705055,1,-6.971425,0.141126,1
1.572306,1,-6.861992,0.1583301,1
1.469858,1,-6.985152,0.17435,1
1.413185,1,-7.141742,0.1910031,1
1.250133,1,-7.160082,0.2074111,1
1.161287,1,-7.303679,0.224297,1
0.9938475,1,-7.304241,0.2410411,1
0.8528155,1,-7.226127,0.257163,1
0.7327402,1,-7.111592,0.2737571,1
0.5943695,1,-7.202441,0.29031,1
0.431255,1,-7.16561,0.3070321,1
0.2964714,1,-7.068216,0.3236611,1
0.1956683,1,-7.201437,0.3403671,1
0.03103727,1,-7.192024,0.3568571,1
-0.09980099,1,-7.288784,0.3731301,1
-0.2667,1,-7.253979,0.390179,1
-0.3983852,1,-7.158154,0.4064651,1
-0.5366445,1,-7.251284,0.423135,1
-0.6967744,1,-7.213099,0.439597,1
-0.8297015,1,-7.112106,0.4562911,1
-0.9658908,1,-6.95431,0.4771351,1
-1.130871,1,-6.929878,0.493813,1
-1.270188,1,-6.83237,0.510818,1
-1.381555,1,-6.707148,0.5275761,1
-1.472287,1,-6.577211,0.543424,1
-1.561161,1,-6.432433,0.560412,1
-1.646235,1,-6.284143,0.5775081,1
-1.723713,1,-6.14429,0.5934961,1
-1.801538,1,-6.001286,0.6097771,1
-1.882671,1,-5.85085,0.6268691,1
-1.961011,1,-5.704929,0.6434311,1
-2.040019,1,-5.557425,0.6601641,1
-2.118719,1,-5.410326,0.6768471,1
-2.196917,1,-5.26408,0.693431,1
-2.272636,1,-5.122427,0.709493,1
-2.351378,1,-4.975099,0.7261981,1
-2.429695,1,-4.828554,0.7428141,1
-2.506554,1,-4.684732,0.7591211,1
-2.583105,1,-4.541483,0.7753631,1
-2.661579,1,-4.394636,0.792013,1
-2.824613,1,-4.455056,0.8094001,1
-2.773274,1,-4.606786,0.8254181,1
-2.926387,1,-4.672324,0.8420731,1
-2.984137,1,-4.823434,0.85825,1
-3.149536,1,-4.83219,0.8748131,1
-3.293561,1,-4.74845,0.8914731,1
-3.407089,1,-4.627191,0.908084,1
-3.562813,1,-4.68609,0.924733,1
-3.71424,1,-4.625848,0.94103,1
-3.838433,1,-4.509907,0.9580201,1
-3.934303,1,-4.379035,0.974243,1
-4.097598,1,-4.342832,0.9909691,1
-4.188776,1,-4.479642,1.00741,1
-4.35468,1,-4.466676,1.024051,1
