6.437515,1,2.616612,0.02,1
6.571847,1,3.607549,0.12,1
6.416826,1,3.72432,0.139408,1
6.480251,1,3.877444,0.155982,1
6.358381,1,3.993908,0.172839,1
6.195517,1,4.019481,0.1893251,1
6.030425,1,3.994239,0.2060261,1
5.867616,1,3.942512,0.223109,1
5.719618,1,3.882241,0.239089,1
5.56245,1,3.810758,0.256355,1
5.417086,1,3.741037,0.272477,1
5.26939,1,3.66831,0.2889401,1
5.119948,1,3.593748,0.3056411,1
4.973359,1,3.520121,0.3220451,1
4.827765,1,3.446746,0.338349,1
4.673068,1,3.368651,0.3556781,1
4.508881,1,3.39754,0.372349,1
4.35284,1,3.373636,0.3881351,1
4.194491,1,3.321572,0.404804,1
4.038892,1,3.255437,0.4217111,1
3.888753,1,3.183878,0.438343,1
3.948052,1,3.030556,0.454782,1
4.105821,1,3.091498,0.4716951,1
4.17136,1,2.944289,0.4878091,1
4.337094,1,2.934042,0.5044141,1
4.368429,1,2.771975,0.520921,1
4.21974,1,2.709373,0.5370541,1
4.065218,1,2.641653,0.553925,1
3.916824,1,2.575306,0.5701801,1
3.758147,1,2.503643,0.5875911,1
3.606764,1,2.434924,0.604216,1
3.459708,1,2.367996,0.620373,1
3.363631,1,2.503538,0.6369871,1
3.206267,1,2.544312,0.6532431,1
3.036899,1,2.526808,0.6702701,1
2.877597,1,2.480168,0.686869,1
2.727844,1,2.420775,0.7029791,1
2.570764,1,2.349703,0.7202201,1
2.409894,1,2.337662,0.7363521,1
2.255147,1,2.293487,0.752445,1
2.096586,1,2.229804,0.7695321,1
1.948788,1,2.161116,0.78583,1
1.802669,1,2.088318,0.802155,1
1.648261,1,2.008693,0.819528,1
1.505173,1,1.933609,0.835687,1
1.354584,1,1.853887,0.852726,1
1.211781,1,1.777944,0.8689001,1
1.065769,1,1.700115,0.8854461,1
0.9208718,1,1.622788,0.90187,1
0.7713012,1,1.542919,0.918826,1
0.6241837,1,1.464334,0.935505,1
