-5.241217,1,-0.0003523529,0.02,1
-5.030432,1,-0.01450924,0.141126,2
-4.867973,1,-0.07112356,0.1583301,2
-4.725178,1,-0.1437409,0.17435,2
-4.582215,1,-0.2291459,0.1910031,2
-4.444322,1,-0.3180715,0.2074111,2
-4.304013,1,-0.4120237,0.224297,2
-4.13659,1,-0.4144767,0.2410411,2
-3.983212,1,-0.4641445,0.257163,2
-3.870153,1,-0.3426789,0.2737571,2
-3.705449,1,-0.3261678,0.29031,2
-3.54399,1,-0.3696844,0.3070321,2
-3.440342,1,-0.239648,0.3236611,2
-3.274702,1,-0.2179148,0.3403671,2
-3.115174,1,-0.2596602,0.3568571,2
-2.982913,1,-0.1648534,0.3731301,2
-2.812444,1,-0.1674677,0.390179,2
-2.736905,1,-0.02318551,0.4064651,2
-2.573928,1,0.01184772,0.423135,2
-2.413632,1,-0.02563275,0.439597,2
-2.446662,1,-0.1892732,0.4562911,2
-2.253032,1,-0.2664374,0.4771351,2
-2.160948,1,-0.1273829,0.493813,2
-2.281542,1,-0.007491253,0.510818,2
-2.169685,1,0.1172942,0.5275761,2
-2.284971,1,0.226036,0.543424,2
-2.172703,1,0.3535317,0.560412,2
-2.040445,1,0.2452019,0.5775081,2
-1.917252,1,0.143295,0.5934961,2
-1.792055,1,0.03921442,0.6097771,2
-1.660756,1,-0.07021227,0.6268691,2
-1.668021,1,-0.2356727,0.6434311,2
-1.785169,1,-0.3551544,0.6601641,2
-1.784495,1,-0.5219828,0.6768471,2
-1.885037,1,-0.6538692,0.693431,2
-1.853031,1,-0.8112682,0.709493,2
-1.985077,1,-0.9135892,0.7261981,2
-1.970547,1,-1.079113,0.7428141,2
-2.119407,1,-1.14569,0.7591211,2
-2.123631,1,-1.308056,0.7753631,2
-2.284674,1,-1.350332,0.792013,2
-2.302645,1,-1.523271,0.8094001,2
-2.154415,1,-1.58398,0.8254181,2
-2.213443,1,-1.739719,0.8420731,2
-2.370227,1,-1.779569,0.85825,2
-2.419011,1,-1.621286,0.8748131,2
-2.277015,1,-1.53415,0.8914731,2
-2.362226,1,-1.391561,0.908084,2
-2.511374,1,-1.465547,0.924733,2
-2.575557,1,-1.615345,0.94103,2
-2.422348,1,-1.688784,0.9580201,2
-2.438315,1,-1.850226,0.974243,2
-2.604342,1,-1.870497,0.9909691,2
-2.628262,1,-2.033157,1.00741,2
-2.794403,1,-2.04263,1.024051,2
-2.862642,1,-1.89114,1.040666,2
-2.753064,1,-1.765052,1.057371,2
-2.797549,1,-1.606027,1.073884,2
-2.664367,1,-1.510737,1.09026,2
-2.713965,1,-1.353829,1.106716,2
-2.677294,1,-1.190208,1.123484,2
-2.785982,1,-1.035683,1.142376,2
-2.993234,1,-1.146396,1.165873,2
-2.944465,1,-1.381766,1.18991,2
-3.106751,1,-1.416731,1.206511,2
-3.202624,1,-1.275607,1.223572,2
-3.140642,1,-1.126647,1.239706,2
-2.970225,1,-1.099157,1.256968,2
-2.808667,1,-1.136733,1.273555,2
-2.826509,1,-1.306368,1.290612,2
-2.675967,1,-1.370108,1.30696,2
-2.60398,1,-1.217097,1.32387,2
-2.695591,1,-1.081057,1.340271,2
-2.695066,1,-0.9197077,1.356406,2
-2.541236,1,-0.8419865,1.373641,2
-2.43226,1,-0.9641298,1.39001,2
-2.548082,1,-1.081996,1.406535,2
-2.695751,1,-1.014655,1.422765,2
-2.673016,1,-0.8500577,1.439381,2
-2.830281,1,-0.7957101,1.45602,2
-2.785275,1,-0.6346818,1.47274,2
-2.932042,1,-0.5568249,1.489354,2
-3.03032,1,-0.6919323,1.506061,2
-2.918344,1,-0.8103126,1.522356,2
-2.781617,1,-0.7092713,1.539357,2
-2.858139,1,-0.5631113,1.555855,2
-2.730558,1,-0.4543309,1.572621,2
-2.626022,1,-0.5764613,1.588697,2
-2.723508,1,-0.7116346,1.605363,2
-2.887786,1,-0.6853314,1.622,2
-2.873188,1,-0.5206673,1.638531,2
-3.017736,1,-0.4413087,1.655021,2
-3.105102,1,-0.5771261,1.67117,2
-3.260134,0.9999999,-0.4987892,1.68854,2
-3.3472,0.9999999,-0.6407928,1.705197,2
-3.492977,0.9999999,-0.5728821,1.721279,2
-3.577295,0.9999999,-0.7169752,1.737974,2
-3.743104,0.9999999,-0.7026018,1.754617,2
-3.800033,0.9999999,-0.8591197,1.771272,2
-3.961912,0.9999999,-0.8969952,1.787897,2
-3.991835,0.9999999,-1.057702,1.804244,2
-4.1515,0.9999999,-1.104779,1.82089,2
-4.17673,0.9999999,-1.272623,1.837863,2
-4.305218,0.9999999,-1.362828,1.853562,2
-4.474615,0.9999999,-1.35752,1.87051,2
-4.522345,0.9999999,-1.512213,1.886699,2
-4.691554,0.9999999,-1.540699,1.903858,2
-4.72366,0.9999999,-1.704104,1.920511,2
-4.892511,0.9999999,-1.700972,1.937399,2
-4.941028,0.9999999,-1.868967,1.954885,2
-5.094892,0.9999999,-1.90719,1.970739,2
-5.119382,0.9999999,-2.076408,1.987837,2
-5.28506,0.9999999,-2.096983,2.004532,2
-5.316556,0.9999999,-2.254128,2.020559,2
-5.482448,0.9999999,-2.269589,2.03722,2
-5.516777,0.9999999,-2.432634,2.053882,2
-5.635459,0.9999999,-2.545571,2.070265,2
-5.613207,0.9999999,-2.711335,2.08699,2
-5.700191,0.9999999,-2.85574,2.103848,2
-5.655127,0.9999999,-3.015859,2.120482,2
-5.549651,0.9999999,-3.14487,2.137146,2
-5.600612,0.9999999,-3.303127,2.153772,2
-5.538393,0.9999999,-3.451228,2.169836,2
-5.426074,0.9999999,-3.570647,2.18623,2
-5.431859,0.9999999,-3.735685,2.202744,2
-5.346403,0.9999999,-3.877205,2.219276,2
-5.219787,0.9999999,-3.991959,2.236364,2
-5.153339,0.9999999,-4.138509,2.252455,2
-5.03598,0.9999999,-4.257291,2.269153,2
-4.899407,0.9999999,-4.353397,2.285853,2
-4.75665,0.9999999,-4.435775,2.302335,2
-4.610178,0.9999999,-4.511676,2.318832,2
